text,label,subtype
"Even when my day is normal, I notice tension in my shoulders and jaw that I can’t attribute to anything specific",anxiety_primary,physical_tension
"I often feel emotionally flat for hours and it makes me question whether I should try to push myself or just accept it",depression_primary,emotional_flatness
"My thoughts jump between worry about upcoming tasks and feeling down about small personal issues",mixed_balanced,stress_and_low_mood_equal
"There are times when I feel both anxious and sad about the same situation, and it’s difficult to know how to respond",mixed_anxiety_primary,rumination_and_sadness
"I get tired quickly after work and notice I can’t focus on anything I enjoy, which leaves me reflecting on my habits",neutral,self_reflection
"I feel anxious about minor responsibilities and also slightly low in energy, and it’s confusing to navigate both feelings",mixed_anxiety_primary,worry_with_low_mood
"Sometimes I notice that I don’t have the motivation to start simple tasks, and I wonder if it’s temporary or something more",depression_primary,low_motivation
"My mind keeps cycling through what could go wrong, and I feel a tightness in my chest that I can’t ignore",anxiety_primary,worry_future
"Even when things are fine, I sometimes feel a strange mix of sadness and tension in my body",mixed_balanced,emotional_confusion
"I feel both low energy and anxious about upcoming plans, and it makes it hard to decide what to do first",mixed_depression_primary,low_energy_overthinking
"I often overthink casual conversations and then feel physically tense afterward, as if I’m bracing for something",mixed_anxiety_primary,anxious_exhaustion
"There are moments where I feel down but also keep worrying about tomorrow, and it leaves me unsure how to feel",mixed_balanced,stress_and_low_mood_equal
"My motivation dips randomly, and I question if I’m just lazy or if it’s a normal part of life",depression_primary,low_motivation
"I notice tension building in my body even when nothing stressful is happening, and it makes me wonder if I’m overthinking too much",anxiety_primary,physical_tension
"Some days I feel sad and anxious about small upcoming events, and it’s confusing which emotion I should focus on",mixed_depression_primary,sadness_with_worry
"Even when my schedule is manageable, I can’t stop thinking about what could go wrong, and it makes me restless",anxiety_primary,uncertainty
"My mood sometimes feels flat and uninspired, and I wonder if it’s just a rough patch or a longer trend",depression_primary,emotional_flatness
"I often reflect on whether I handled things correctly, and the overthinking leaves me feeling a bit exhausted",mixed_anxiety_primary,rumination_and_sadness
"Even after a regular day, I notice I feel both tense and slightly down, and I can’t pinpoint why",mixed_balanced,emotional_confusion
"I can’t stop worrying about minor upcoming responsibilities, and it leaves me with little energy for anything else",mixed_depression_primary,pessimistic_anxiety
"Some days I feel a low-level tension in my body while also feeling tired and unmotivated, and it’s hard to manage both",mixed_anxiety_primary,anxious_exhaustion
"I wonder if it’s normal to feel drained after thinking too much about small mistakes, or if I should do something about it",neutral,reassurance_seeking
"My thoughts keep jumping between anxious predictions and minor disappointments, leaving me unsure of how I feel",mixed_balanced,fluctuating_mood
"I notice I sometimes lack interest in things I usually enjoy, and it leaves me reflecting on whether it’s temporary or ongoing",depression_primary,loss_of_interest
"I feel anxious about minor future tasks and also notice a low energy that makes it hard to function fully",mixed_depression_primary,low_energy_overthinking
"I get caught up in thinking about everything I could have done differently today, and it leaves me feeling tense and tired",mixed_anxiety_primary,rumination_and_sadness
"I feel like I keep overthinking even the smallest decisions and it leaves me feeling restless most of the time",anxiety_primary,overthinking
"Some days I notice I have no motivation to get out of bed and I wonder if it’s just a temporary phase",depression_primary,low_motivation
"Even though I’m tired, I can’t stop replaying conversations in my head and worrying if I said something wrong",anxiety_primary,overthinking
"Today I felt completely drained after doing routine tasks, and I’m not sure if it’s just fatigue or something more",neutral,temporary_tiredness
"I find myself feeling both sad about the past and anxious about the future, and it’s hard to focus on anything else",mixed_depression_primary,sadness_with_worry
"My shoulders and neck feel tense for no clear reason, and it makes me question whether I’m holding too much stress",anxiety_primary,physical_tension
"There are moments when I feel emotionally flat and I can’t tell if it’s just a low mood or if I’m losing interest in everything",depression_primary,emotional_flatness
"Sometimes I get anxious and low at the same time, like my mind is racing but my energy is completely gone",mixed_anxiety_primary,anxious_exhaustion
"My emotions seem confused throughout the day, swinging from calm to worried without warning",mixed_balanced,emotional_confusion
"I worry about minor things but also notice I’m tired more than usual, and it leaves me questioning if I’m overdoing it",neutral,temporary_tiredness
"Even small upcoming events make me anxious and I find myself anticipating problems that might not exist",anxiety_primary,worry_future
"I’ve lost interest in hobbies I normally enjoy, and I wonder if it’s just a rough patch or something longer lasting",depression_primary,loss_of_interest
"I feel a mix of sadness and worry that makes it hard to focus on any one thing, and I can’t tell which emotion is stronger",mixed_depression_primary,pessimistic_anxiety
"My mind keeps replaying small mistakes and it leaves me feeling both tense and exhausted at the same time",mixed_anxiety_primary,rumination_and_sadness
"Some days I feel a balance of stress and low mood, and I can’t figure out what’s driving either feeling more",mixed_balanced,stress_and_low_mood_equal
"I notice I’m overthinking about upcoming responsibilities, and it makes my chest feel tight even when I try to relax",anxiety_primary,physical_tension
"I spend hours thinking about whether I’m doing enough in my personal life, and it leaves me feeling drained",neutral,self_reflection
"My energy feels low for no reason, and I wonder if it’s just a lazy day or something more persistent",depression_primary,low_motivation
"Sometimes I feel anxious about minor decisions and also a little sad at the same time, and it’s confusing",mixed_anxiety_primary,worry_with_low_mood
"There are moments where my mood fluctuates so quickly that I can’t tell if I’m actually stressed or just tired",mixed_balanced,fluctuating_mood
"Even when everything seems fine, I catch myself overthinking what could go wrong in the next few days",anxiety_primary,uncertainty
"My motivation dips randomly throughout the day, and it leaves me wondering if I’m being lazy or just tired",depression_primary,low_motivation
"Some nights I lie awake thinking about every little thing that might have gone wrong and it makes me feel sad",mixed_anxiety_primary,rumination_and_sadness
"Even routine chores feel exhausting lately, and I can’t decide if it’s just fatigue or a lack of interest",depression_primary,loss_of_interest
"I notice a tightness in my chest when I think about small upcoming tasks, and it leaves me feeling unsettled",anxiety_primary,physical_tension
"My moods seem to swing unpredictably, leaving me unsure whether I’m anxious, sad, or just tired",mixed_balanced,fluctuating_mood
"I often feel sad and anxious at the same time when reflecting on my personal life, and it’s hard to separate the feelings",mixed_depression_primary,sadness_with_worry
"Sometimes I just feel drained after overthinking situations, and it makes everything else feel heavier than usual",mixed_anxiety_primary,anxious_exhaustion
"I notice I can’t focus on hobbies I normally enjoy, and it leaves me wondering if it’s temporary or ongoing",depression_primary,loss_of_interest
"My mind keeps cycling through what could go wrong tomorrow, and it makes my chest tight and restless",anxiety_primary,worry_future
"There are times when I feel both anxious about the future and sad about the past, and I can’t tell which feeling is stronger",mixed_depression_primary,sadness_with_worry
"Even on normal days, I notice tension building in my body that I can’t explain, and it leaves me feeling off",anxiety_primary,physical_tension
"Some days I can’t seem to get motivated to do anything, and I wonder if it’s just a rough patch or more",depression_primary,low_motivation
"My emotions feel inconsistent throughout the day, and I can’t predict what will trigger a change",mixed_balanced,fluctuating_mood
"I often find myself replaying conversations in my head and feeling both anxious and down at the same time",mixed_anxiety_primary,rumination_and_sadness
"Even when I’m resting, I notice I feel tense and worried, and it makes it hard to relax completely",anxiety_primary,physical_tension
"My energy seems lower than usual, and I can’t tell if it’s just a lazy day or a real dip in motivation",depression_primary,low_motivation
"I feel anxious and slightly sad about upcoming tasks, and it leaves me unsure how to approach anything",mixed_anxiety_primary,worry_with_low_mood
"Some days I feel like my mood swings without any obvious reason, and it leaves me feeling confused about my emotions",mixed_balanced,emotional_confusion
"I notice that I overthink small decisions and it leaves me physically tense, like my body is bracing for stress",anxiety_primary,physical_tension
"Even when I try to enjoy hobbies, I feel a lack of interest that makes me question if I’m just in a slump",depression_primary,loss_of_interest
"My mind keeps spinning with anxious thoughts and small worries, and it leaves me drained by the evening",mixed_anxiety_primary,anxious_exhaustion
"There are times when I feel both low energy and anxious about what’s coming next, and it’s hard to decide what to do first",mixed_depression_primary,low_energy_overthinking
"Even simple tasks feel overwhelming sometimes, and I wonder if it’s stress or just my mood fluctuating",mixed_balanced,stress_and_low_mood_equal
"I often feel worried about minor mistakes and also a little sad, and I can’t separate the feelings",mixed_anxiety_primary,rumination_and_sadness
"Some days I feel emotionally flat for hours, and I can’t tell if it’s fatigue or just a low mood",depression_primary,emotional_flatness
"My thoughts keep returning to what could go wrong, and it leaves me feeling restless even when nothing serious is happening",anxiety_primary,uncertainty
"I notice fluctuations in my energy and mood that leave me questioning whether I’m just tired or a bit down",mixed_balanced,fluctuating_mood
"Sometimes I feel anxious about small upcoming responsibilities and also low in energy, which makes it hard to focus",mixed_depression_primary,low_energy_overthinking
"I get caught up thinking about what I could have done differently today, and it leaves me both tense and sad",mixed_anxiety_primary,rumination_and_sadness
"My motivation dips unexpectedly, and I wonder if it’s a temporary slump or something longer lasting",depression_primary,low_motivation
"Even on calm days, I notice tension in my body and racing thoughts that I can’t explain",anxiety_primary,physical_tension
"Some days I feel both anxious and down about minor things, and it’s hard to know which feeling to address first",mixed_depression_primary,pessimistic_anxiety
"I notice I sometimes overthink social interactions, and it leaves me feeling exhausted and unsure",mixed_anxiety_primary,anxious_exhaustion
"My mood sometimes feels flat and uninspired, and I question whether it’s just a phase or more persistent",depression_primary,emotional_flatness
"Even small upcoming events make me feel nervous and slightly low, and it’s hard to manage both feelings at once",mixed_balanced,stress_and_low_mood_equal
"I can’t stop replaying minor mistakes in my head, and it leaves me feeling tense and emotionally drained",mixed_anxiety_primary,rumination_and_sadness
"Some days I feel low energy and a little anxious about the day ahead, which makes it hard to focus",mixed_depression_primary,low_energy_overthinking
"My mind keeps cycling through what might go wrong, leaving me physically tense and mentally tired",anxiety_primary,physical_tension
"I notice I’m not interested in things I normally enjoy, and it makes me question whether it’s temporary or a slump",depression_primary,loss_of_interest
"There are moments when I feel anxious about minor things and also sad at the same time, and it’s confusing",mixed_depression_primary,sadness_with_worry
"Even after a normal day, I notice tension in my shoulders and neck that I can’t explain, and it leaves me uneasy",anxiety_primary,physical_tension
"My mood feels off and unpredictable, and I can’t tell if it’s stress, fatigue, or just a random fluctuation",mixed_balanced,fluctuating_mood
"I get tired quickly after thinking too much about small mistakes, and it leaves me feeling low and anxious",mixed_anxiety_primary,anxious_exhaustion
"Sometimes I feel like I have no motivation to do anything productive, and I wonder if it’s a passing phase or something more",depression_primary,low_motivation
"My thoughts keep jumping between worrying about the future and feeling low, and it’s hard to focus on anything",mixed_depression_primary,low_energy_overthinking
"I notice tension building in my body after overthinking, and it leaves me feeling emotionally drained",mixed_anxiety_primary,rumination_and_sadness
"Even routine tasks feel heavier than usual, and I wonder if it’s just tiredness or a reflection of my mood",depression_primary,low_motivation
"My mind keeps racing about what might happen next week, and it leaves me feeling anxious even when I know it’s minor",anxiety_primary,worry_future
"There are times when I feel anxious and sad at the same time about small events, and I can’t untangle the feelings",mixed_depression_primary,sadness_with_worry
"I notice fluctuations in my energy and mood that leave me unsure whether I’m anxious, tired, or a bit down",mixed_balanced,fluctuating_mood
"I often overthink things I said today, and it leaves me feeling exhausted and emotionally low",mixed_anxiety_primary,anxious_exhaustion
"Some days I just feel unmotivated and uninterested in things I usually enjoy, and I question if it’s a phase",depression_primary,loss_of_interest
"My thoughts keep replaying what could go wrong, and I notice tension in my chest that I can’t shake",anxiety_primary,physical_tension
"Even when I try to relax, I feel both anxious and low, and it’s hard to decide what to focus on first",mixed_balanced,stress_and_low_mood_equal
"My energy dips randomly and I also notice anxious thoughts creeping in, leaving me unsure of how to proceed",mixed_depression_primary,low_energy_overthinking
"I find myself overthinking every small decision, and it leaves me both tense and tired by the end of the day",mixed_anxiety_primary,rumination_and_sadness
"My mood sometimes feels flat and unmotivated, and I wonder if it’s just temporary or more persistent",depression_primary,emotional_flatness
"I notice minor tensions in my body even on calm days, and it leaves me reflecting on whether I’m stressed more than I realize",anxiety_primary,physical_tension
"I'm not sure why I keep thinking about small things over and over. It makes it hard to relax",anxiety_primary,overthinking
"Some days I feel a bit low and can't get myself started. It's probably just a phase",depression_primary,low_motivation
"I've been tired lately but I think it's just from a busy week. Still, it makes me wonder a bit",neutral,temporary_tiredness
"My chest feels tight when I think about what's coming up. I don't know why it gets to me so much",anxiety_primary,physical_tension
"I feel a little off and can't tell if I'm just overthinking things. It comes and goes",mixed_balanced,emotional_confusion
"I've been quieter than usual and not that interested in things. Maybe I just need a break",depression_primary,loss_of_interest
"I keep going over conversations in my head and second guessing them. It feels unnecessary but I can't stop",anxiety_primary,overthinking
"Sometimes I feel low but also worried at the same time. It's a strange mix",mixed_depression_primary,sadness_with_worry
"I've been feeling stressed about normal stuff and wondering if it's too much. Maybe I'm just tired",neutral,everyday_stress
"My mind jumps to worst case scenarios even for small things. I wish it didn't do that",anxiety_primary,worry_future
"I feel kind of flat even when good things happen. It's a bit confusing",depression_primary,emotional_flatness
"I get worried and then feel drained right after. It happens a lot lately",mixed_anxiety_primary,anxious_exhaustion
"I've been reflecting on my mood a lot recently. Not sure if it's normal or not",neutral,self_reflection
"I can't seem to focus because I keep thinking ahead to what might go wrong. It's distracting",anxiety_primary,uncertainty
"I feel low energy and end up thinking too much about everything. It's tiring",mixed_depression_primary,low_energy_overthinking
"I've been asking myself if I'm okay more than usual. Maybe I'm just overthinking",neutral,reassurance_seeking
"I feel tense in my shoulders and don't know why. It just stays there",anxiety_primary,physical_tension
"Some things that used to interest me just don't anymore. I hope it's temporary",depression_primary,loss_of_interest
"I worry and then feel a bit down after. It's like they come together",mixed_anxiety_primary,worry_with_low_mood
"I've had ups and downs this week and can't really explain it. It's a bit confusing",mixed_balanced,fluctuating_mood
"I keep replaying things in my head and wondering if I did something wrong. It's exhausting",anxiety_primary,overthinking
"I've been feeling slightly low but still going through the motions. Maybe it's just a mood",depression_primary,emotional_flatness
"I feel stressed but it's all normal stuff like work and errands. Still makes me question it",neutral,everyday_stress
"My thoughts drift to future problems that might not even happen. I can't seem to stop it",anxiety_primary,worry_future
"I feel a mix of stress and low mood at the same time. It's hard to separate them",mixed_balanced,stress_and_low_mood_equal
"I don't have much motivation lately and it worries me a bit. Could just be a slump",depression_primary,low_motivation
"I feel restless and tense even when nothing is happening. It's odd",anxiety_primary,physical_tension
"I feel low and keep worrying about things going wrong. It feeds into each other",mixed_depression_primary,pessimistic_anxiety
"I've been thinking about my feelings more than usual. Not sure if it's anything serious",neutral,self_reflection
"I keep second guessing decisions I already made. It's frustrating",anxiety_primary,overthinking
"I don't feel excited about things like I used to. It's a bit dull",depression_primary,loss_of_interest
"I feel anxious and then kind of sad afterward. It's a cycle lately",mixed_anxiety_primary,rumination_and_sadness
"I've been asking friends if I seem okay. Maybe I'm just overthinking things",neutral,reassurance_seeking
"I feel uneasy about what's ahead even when there's no clear reason. It lingers",anxiety_primary,uncertainty
"I feel low but also worried about staying this way. It's confusing",mixed_depression_primary,sadness_with_worry
"I've been more tired than usual but still functioning fine. Just feels off",neutral,temporary_tiredness
"My mind keeps spinning on small details I probably shouldn't care about. It's draining",anxiety_primary,overthinking
"I don't have the energy to do much even simple things. It worries me a bit",depression_primary,low_motivation
"I feel both stressed and a bit down equally. It's hard to describe",mixed_balanced,stress_and_low_mood_equal
"I notice tension in my body when I think about work. It doesn't go away easily",anxiety_primary,physical_tension
"I feel kind of numb to things that used to matter. It's strange",depression_primary,emotional_flatness
"I worry a lot and end up feeling worn out from it. It's been happening often",mixed_anxiety_primary,anxious_exhaustion
"I've been reflecting on my habits and mood lately. Not sure if I'm overdoing it",neutral,self_reflection
"I keep thinking about future outcomes that might never happen. It feels unnecessary",anxiety_primary,worry_future
"I feel a bit sad and also anxious about random things. It's a mix",mixed_depression_primary,pessimistic_anxiety
"I've been busy and a bit stressed, but it's all normal stuff. Still makes me think",neutral,everyday_stress
"I can't stop replaying things I said earlier. It bothers me more than it should",anxiety_primary,overthinking
"I don't feel like doing hobbies I used to enjoy. Maybe I'm just tired",depression_primary,loss_of_interest
"I feel worried and low at the same time sometimes. It's confusing",mixed_anxiety_primary,worry_with_low_mood
"My mood shifts during the day and I can't explain why. It's odd",mixed_balanced,fluctuating_mood
"I feel tense without any clear reason. It just sits there",anxiety_primary,physical_tension
"I've been lacking motivation even for simple tasks. It's frustrating",depression_primary,low_motivation
"I keep wondering if something is wrong with how I feel. Maybe I'm overthinking",neutral,reassurance_seeking
"My thoughts go in circles about small things. It gets tiring quickly",anxiety_primary,overthinking
"I feel a bit down and keep thinking about it too much. It feeds itself",mixed_depression_primary,low_energy_overthinking
"I've been feeling tired but I think it's just from routine changes. Still unsure",neutral,temporary_tiredness
"I worry about things that haven't even happened yet. It's hard to ignore",anxiety_primary,worry_future
"I feel flat emotionally even in good moments. It's a bit concerning",depression_primary,emotional_flatness
"I feel anxious and then kind of sad right after. It keeps repeating",mixed_anxiety_primary,rumination_and_sadness
"I've been thinking about my emotions more than usual. Not sure why",neutral,self_reflection
"I feel uncertain about things that used to feel simple. It's unsettling",anxiety_primary,uncertainty
"I feel low and also worried about everything piling up. It's a mix",mixed_depression_primary,sadness_with_worry
"I've had a normal week but still feel slightly off. Maybe I'm just tired",neutral,everyday_stress
"My body feels tense even when I'm resting. I don't know why",anxiety_primary,physical_tension
"I don't feel excited about much lately. It's all a bit dull",depression_primary,loss_of_interest
"I feel stress and low mood equally sometimes. It's hard to separate",mixed_balanced,stress_and_low_mood_equal
"I keep replaying situations in my head again and again. It's exhausting",anxiety_primary,overthinking
"I feel like I have less energy to get started on things. It's unusual for me",depression_primary,low_motivation
"I've been asking myself if this is normal. Maybe I'm overthinking it",neutral,reassurance_seeking
"I worry about upcoming things even when they're small. It builds up",anxiety_primary,worry_future
"I feel both anxious and low at the same time. It's confusing to manage",mixed_anxiety_primary,worry_with_low_mood
"I've been more tired than usual but still okay overall. It just feels different",neutral,temporary_tiredness
"I can't stop thinking about little mistakes I made. It lingers longer than it should",anxiety_primary,overthinking
"I feel emotionally flat some days without any clear reason. It's strange",depression_primary,emotional_flatness
"I feel anxious thoughts and sadness together. They seem connected",mixed_depression_primary,pessimistic_anxiety
"I've been reflecting on my mood and habits lately. Not sure if it's normal",neutral,self_reflection
"I feel tension in my body when I think about things ahead. It doesn't ease quickly",anxiety_primary,physical_tension
"I've lost a bit of interest in things I used to enjoy. Maybe it's temporary",depression_primary,loss_of_interest
"I feel confused about my emotions lately. They don't seem clear",mixed_balanced,emotional_confusion
"I keep thinking ahead and imagining problems. It distracts me",anxiety_primary,worry_future
"I feel low and also overthink everything. It makes me more tired",mixed_depression_primary,low_energy_overthinking
"I've been dealing with normal stress but still question how I feel. It's odd",neutral,everyday_stress
"I replay conversations in my head and analyze them too much. It's draining",anxiety_primary,overthinking
"I feel less motivated to do things I usually would. It's frustrating",depression_primary,low_motivation
"I feel anxious and then exhausted afterward. It happens often",mixed_anxiety_primary,anxious_exhaustion
"I've been wondering if I'm just overthinking things. It seems likely",neutral,reassurance_seeking
"I feel uncertain about small decisions lately. It's unusual for me",anxiety_primary,uncertainty
"I feel sad and worried at the same time sometimes. It's a mix",mixed_depression_primary,sadness_with_worry
"I've been feeling tired but still managing everything. Just feels off",neutral,temporary_tiredness
"My shoulders feel tight when I think about responsibilities. It sticks around",anxiety_primary,physical_tension
"I don't feel as interested in things I used to enjoy. It's a bit concerning",depression_primary,loss_of_interest
"My mood goes up and down during the day. I can't explain it",mixed_balanced,fluctuating_mood
"I keep overthinking small details that probably don't matter. It takes over",anxiety_primary,overthinking
"I've been a bit tired lately but I think it's just from being busy. Still makes me wonder a little",neutral,temporary_tiredness
"I keep thinking about whether I'm handling things okay. Maybe I'm just overthinking it",neutral,reassurance_seeking
"My week has been fairly normal but I feel slightly off. It's probably nothing serious",neutral,everyday_stress
"I've been reflecting on how I've been feeling recently. Not sure if it's just me noticing more",neutral,self_reflection
"I've had some long days and feel more tired than usual. It could just be routine changes",neutral,temporary_tiredness
"I sometimes wonder if I'm reacting to things the right way. It crosses my mind now and then",neutral,reassurance_seeking
"Things have been a bit stressful but nothing out of the ordinary. I just keep thinking about it",neutral,everyday_stress
"I've been paying more attention to my thoughts lately. Not sure why it stands out more",neutral,self_reflection
"I feel a bit worn out after the week but I guess that's normal. Still feels different somehow",neutral,temporary_tiredness
"I keep checking in with myself to see if I'm okay. Maybe I'm just thinking too much",neutral,reassurance_seeking
"My days have been busy and a little stressful. It seems normal but still noticeable",neutral,everyday_stress
"I've been thinking about my habits more than usual. Not sure if I'm just overanalyzing",neutral,self_reflection
"I feel slightly more tired in the evenings than I used to. Could just be a phase",neutral,temporary_tiredness
"I sometimes ask myself if everything feels normal. It probably is but I still question it",neutral,reassurance_seeking
"I've been dealing with everyday tasks and feeling a bit stressed. Nothing major though",neutral,everyday_stress
"I've noticed I'm reflecting on my mood more often. It might just be awareness",neutral,self_reflection
"I feel a bit drained after doing regular things. It's likely just a busy schedule",neutral,temporary_tiredness
"I've been wondering if I'm handling things as well as I could. It pops into my head sometimes",neutral,reassurance_seeking
"Life has been a little hectic but nothing unusual. I just notice it more lately",neutral,everyday_stress
"I've been thinking about how I react to situations. Not sure if it means anything",neutral,self_reflection
"I feel a bit more tired at the end of the day. Probably just from staying active",neutral,temporary_tiredness
"I sometimes check if how I feel is normal. It usually is but I still think about it",neutral,reassurance_seeking
"My routine has been slightly stressful but manageable. Still makes me think a bit",neutral,everyday_stress
"I've been reflecting on my day more than usual. Not sure why it stands out",neutral,self_reflection
"I feel like I get tired a bit quicker lately. It could just be a busy period",neutral,temporary_tiredness
"I've been asking myself if everything feels okay. It probably is but I keep checking",neutral,reassurance_seeking
"I've had some minor stress from daily things. It's nothing unusual but noticeable",neutral,everyday_stress
"I've been thinking about my feelings more carefully. Maybe I'm just more aware",neutral,self_reflection
"I feel slightly worn out but still managing everything fine. It's probably normal",neutral,temporary_tiredness
"I sometimes wonder if I'm overthinking how I feel. It crosses my mind now and then",neutral,reassurance_seeking
"My days have been a bit busy and slightly stressful. Nothing out of the ordinary though",neutral,everyday_stress
"I've been reflecting on small changes in my mood. Not sure if they mean anything",neutral,self_reflection
"I feel a little more tired than usual but still okay overall. It might just be routine",neutral,temporary_tiredness
"I've been finding it hard to get started on things lately. Even simple tasks feel like effort",depression_primary,low_motivation
"I don't feel as interested in my usual activities these days. It’s a bit strange for me",depression_primary,loss_of_interest
"My energy has been quite low and I struggle to get going. I hope it passes soon",depression_primary,low_motivation
"Things that used to be enjoyable feel a bit dull now. I'm not sure why that is",depression_primary,loss_of_interest
"I've been feeling kind of flat emotionally. Even good moments don’t feel that different",depression_primary,emotional_flatness
"I notice I’m not as motivated as I used to be. It takes more effort to do basic things",depression_primary,low_motivation
"I’ve lost some interest in hobbies I used to look forward to. It feels a bit off",depression_primary,loss_of_interest
"My mood feels a bit muted lately. I’m not reacting to things like I normally would",depression_primary,emotional_flatness
"I’ve been putting off tasks because I just don’t feel up to them. It’s unusual for me",depression_primary,low_motivation
"I don’t get the same enjoyment out of things anymore. It makes me wonder a bit",depression_primary,loss_of_interest
"I feel emotionally a bit numb at times. It’s hard to describe but noticeable",depression_primary,emotional_flatness
"I’ve been lacking the drive to do much recently. Even small things take effort",depression_primary,low_motivation
"I’m not as engaged with things I used to like. It’s a bit concerning to notice",depression_primary,loss_of_interest
"My reactions feel a bit dulled lately. I’m not as excited or upset as I’d expect",depression_primary,emotional_flatness
"I feel a bit low and also keep worrying about small things. It all blends together",mixed_depression_primary,sadness_with_worry
"My energy is low and my mind keeps overthinking everything. It gets tiring quickly",mixed_depression_primary,low_energy_overthinking
"I notice I feel down and expect things to go wrong more often. It’s hard to shake that feeling",mixed_depression_primary,pessimistic_anxiety
"I feel a bit sad and catch myself worrying about random things. It happens a lot lately",mixed_depression_primary,sadness_with_worry
"I don’t have much energy and I keep thinking too much about things. It makes it worse",mixed_depression_primary,low_energy_overthinking
"I feel low and assume things won’t work out. It’s not a great combination",mixed_depression_primary,pessimistic_anxiety
"I feel down and also a bit anxious about everyday things. It’s a strange mix",mixed_depression_primary,sadness_with_worry
"My motivation is low and my thoughts keep going in circles. It’s exhausting",mixed_depression_primary,low_energy_overthinking
"I tend to feel a bit negative and worry about what might go wrong. It sticks with me",mixed_depression_primary,pessimistic_anxiety
"I feel slightly sad and also find myself worrying more than usual. It overlaps",mixed_depression_primary,sadness_with_worry
"I feel drained and my mind keeps overanalyzing everything. It’s hard to switch off",mixed_depression_primary,low_energy_overthinking
"I notice I expect the worst even in small situations. It brings my mood down",mixed_depression_primary,pessimistic_anxiety
"I feel low and also uneasy about things I normally wouldn’t think twice about. It’s odd",mixed_depression_primary,sadness_with_worry
"I don’t have much energy and I keep replaying thoughts in my head. It adds up",mixed_depression_primary,low_energy_overthinking
"I feel a bit down and assume things won’t go well. It affects how I see things",mixed_depression_primary,pessimistic_anxiety
"I feel sad at times and also catch myself worrying about little things. It comes together",mixed_depression_primary,sadness_with_worry
"My energy feels low and I can’t stop thinking about things over and over. It’s tiring",mixed_depression_primary,low_energy_overthinking
"I tend to think negatively about what’s ahead and it lowers my mood. It’s hard to ignore",mixed_depression_primary,pessimistic_anxiety
"I feel a bit low and also worried about how things will turn out. It lingers",mixed_depression_primary,sadness_with_worry
"I feel tired and my thoughts keep looping about small details. It wears me out",mixed_depression_primary,low_energy_overthinking
"I notice I expect things to go badly even when they might not. It affects my mood",mixed_depression_primary,pessimistic_anxiety
"I feel down and also a bit anxious about things piling up. It’s a mix I can’t explain",mixed_depression_primary,sadness_with_worry
"My energy is low and I keep overthinking everything I do. It slows me down",mixed_depression_primary,low_energy_overthinking
"I feel like things won’t go well and it makes me feel low. It’s hard to stay positive",mixed_depression_primary,pessimistic_anxiety
"I feel slightly sad and also worried about small situations. It happens often",mixed_depression_primary,sadness_with_worry
"I don’t have much drive and my mind keeps circling around thoughts. It’s draining",mixed_depression_primary,low_energy_overthinking
"I tend to assume the worst outcomes and it affects my mood. It sticks around",mixed_depression_primary,pessimistic_anxiety
"I feel low and also uneasy about what’s coming up. It’s a constant mix",mixed_depression_primary,sadness_with_worry
"I feel tired and keep thinking too much about everything. It makes me feel worse",mixed_depression_primary,low_energy_overthinking
"I notice I lean toward negative expectations lately. It brings my mood down",mixed_depression_primary,pessimistic_anxiety
"I feel down and also worried about how things will go. It’s hard to separate the two",mixed_depression_primary,sadness_with_worry
"My energy is low and I keep overanalyzing things in my head. It’s exhausting",mixed_depression_primary,low_energy_overthinking
"I feel worried about small things and then a bit low afterward. It seems to follow that pattern",mixed_anxiety_primary,worry_with_low_mood
"I get anxious about things and it leaves me feeling drained. It happens quite often",mixed_anxiety_primary,anxious_exhaustion
"My thoughts keep looping and it makes me feel a bit down too. It’s hard to separate",mixed_anxiety_primary,rumination_and_sadness
"I feel uneasy about things and it brings my mood down slightly. It lingers longer than I expect",mixed_anxiety_primary,worry_with_low_mood
"I worry a lot and end up feeling really tired from it. It wears me out",mixed_anxiety_primary,anxious_exhaustion
"I keep thinking about things over and over and it makes me feel low. It’s exhausting",mixed_anxiety_primary,rumination_and_sadness
"I notice I get worried and then my mood dips a bit. It’s a pattern lately",mixed_anxiety_primary,worry_with_low_mood
"I feel anxious and then completely drained afterward. It takes a while to recover",mixed_anxiety_primary,anxious_exhaustion
"My mind keeps replaying things and it brings a bit of sadness with it. It’s hard to stop",mixed_anxiety_primary,rumination_and_sadness
"I feel worried about what’s coming up and it lowers my mood slightly. It sticks with me",mixed_anxiety_primary,worry_with_low_mood
"I get anxious thoughts and then feel worn out from them. It happens most days",mixed_anxiety_primary,anxious_exhaustion
"I keep overthinking things and it makes me feel a bit down. It all blends together",mixed_anxiety_primary,rumination_and_sadness
"I feel uneasy about small things and it affects my mood more than it should. It lingers",mixed_anxiety_primary,worry_with_low_mood
"I feel anxious and it leaves me feeling really drained afterward. It’s noticeable",mixed_anxiety_primary,anxious_exhaustion
"My thoughts keep circling and it brings a low feeling with it. It’s tiring",mixed_anxiety_primary,rumination_and_sadness
"I worry about things and then feel slightly low after. It seems connected",mixed_anxiety_primary,worry_with_low_mood
"I feel anxious often and it makes me feel worn out by the end of the day. It adds up",mixed_anxiety_primary,anxious_exhaustion
"I keep replaying situations and it makes me feel a bit down too. It’s hard to move on",mixed_anxiety_primary,rumination_and_sadness
"I feel worried about small details and it brings my mood down slightly. It’s frustrating",mixed_anxiety_primary,worry_with_low_mood
